"ROUTE_CATEGORY","ROUTE_SHORT_NAME","ROUTE_LONG_NAME","CREATE_DT_UTC","MOD_DT_UTC","GLOBALID","MULTILINESTRING"
"REGULAR","68","68 St E","2025/12/11","2025/12/11","2f185562-c2e6-44ef-a9bf-190bdb1ee677","MULTILINESTRING ((-113.9082042 51.0404338, -113.9084162 51.0407928, -113.9085412 51.0409348, -113.9088362 51.0412718, -113.9093702 51.0416738, -113.9100472 51.0421148, -113.9106502 51.0425748, -113.9107582 51.0425778, -113.9119062 51.0418598, -113.9116862 51.0417008, -113.9113952 51.0414318, -113.9111682 51.0410598, -113.9110682 51.0408348, -113.9109942 51.0406668, -113.9109362 51.0401898, -113.9099782 51.0401718, -113.9088702 51.0402348, -113.9082812 51.0403788, -113.9082042 51.0404338, -113.9079742 51.0400968, -113.9078502 51.0397738), (-113.9077622 51.0394748, -113.9077722 51.0395088, -113.9078502 51.0397738, -113.9077622 51.0394748), (-113.9077622 51.0394748, -113.9077312 51.0391208, -113.9077062 51.0378468, -113.9091412 51.0378468), (-113.9094512 51.0378468, -113.9091862 51.0378468, -113.9091412 51.0378468, -113.9094512 51.0378468), (-113.9094512 51.0378468, -113.9105532 51.0378448, -113.9119832 51.0378918, -113.9142762 51.0378768, -113.9152912 51.0378778, -113.9165062 51.0378768, -113.9167752 51.0378778, -113.9171172 51.0378888, -113.9172862 51.0378988, -113.9191312 51.0378998, -113.9199072 51.0379008, -113.9226732 51.0378958, -113.9260782 51.0378898, -113.9282722 51.0378858, -113.9285502 51.0378938, -113.9289852 51.0378958, -113.9297902 51.0378958, -113.9302382 51.0378958, -113.9310282 51.0378948, -113.9317392 51.0378938, -113.9323472 51.0378868, -113.9337522 51.0378758, -113.9345722 51.0378728, -113.9348492 51.0379588, -113.9348962 51.0379778, -113.9349432 51.0379988, -113.9350332 51.0380528, -113.9350562 51.0380718, -113.9350552 51.0385828, -113.9350552 51.0389068, -113.9350542 51.0391318, -113.9350532 51.0392928, -113.9350542 51.0396078, -113.9350532 51.0402638, -113.9350542 51.0405208, -113.9350532 51.0409168, -113.9350512 51.0422948, -113.9350492 51.0426228, -113.9350502 51.0427178, -113.9350502 51.0428838, -113.9350542 51.0443368, -113.9350522 51.0452308, -113.9350522 51.0455338, -113.9350512 51.0456338, -113.9350512 51.0457828, -113.9350522 51.0468038, -113.9350552 51.0474338, -113.9350562 51.0492798, -113.9350532 51.0496618, -113.9350532 51.0500098, -113.9350542 51.0501358, -113.9350522 51.0510588, -113.9350512 51.0516018, -113.9350512 51.0520348, -113.9350512 51.0523608, -113.9350512 51.0524808, -113.9350512 51.0526778, -113.9350502 51.0528178, -113.9350502 51.0544268, -113.9350512 51.0554828, -113.9350512 51.0557898, -113.9350492 51.0559498, -113.9350482 51.0561348, -113.9350482 51.0572028, -113.9350442 51.0584288, -113.9350472 51.0589208, -113.9350462 51.0593468, -113.9350462 51.0596518, -113.9350542 51.0600378, -113.9350612 51.0603218, -113.9350432 51.0625148, -113.9350432 51.0628018, -113.9350422 51.0630048, -113.9350422 51.0651518, -113.9350402 51.0657618, -113.9350412 51.0659998, -113.9350402 51.0663498, -113.9350392 51.0668328, -113.9350402 51.0669678, -113.9350402 51.0670988, -113.9350402 51.0673658, -113.9350422 51.0687378, -113.9350382 51.0691848, -113.9350432 51.0694088, -113.9350432 51.0698568, -113.9350372 51.0700808, -113.9350372 51.0701498, -113.9350372 51.0705168, -113.9350362 51.0723088, -113.9350352 51.0725778, -113.9350352 51.0726768, -113.9350362 51.0728198, -113.9350362 51.0734498, -113.9350402 51.0758278, -113.9350382 51.0759818, -113.9350412 51.0760728, -113.9350402 51.0761508, -113.9350402 51.0762838, -113.9350472 51.0811638, -113.9350472 51.0814868, -113.9350472 51.0815908, -113.9350472 51.0817918, -113.9350472 51.0820668, -113.9350482 51.0835608, -113.9350472 51.0838208, -113.9350472 51.0841458, -113.9350492 51.0847298, -113.9350492 51.0848008, -113.9350472 51.0854148, -113.9350482 51.0865048, -113.9350482 51.0867368, -113.9350502 51.0870728, -113.9350472 51.0880098, -113.9350482 51.0897408, -113.9350472 51.0913358, -113.9350462 51.0914738, -113.9350482 51.0915878, -113.9350462 51.0916868, -113.9350472 51.0919198, -113.9350462 51.0954698, -113.9350462 51.0959878, -113.9350462 51.0960468, -113.9350462 51.0961758, -113.9350452 51.0967308, -113.9350452 51.0970088, -113.9350462 51.0978228, -113.9350442 51.0986258, -113.9350462 51.0987268, -113.9350442 51.0988018, -113.9350442 51.0990838, -113.9350442 51.0991838, -113.9350442 51.0995978, -113.9350402 51.1013918, -113.9350402 51.1014878, -113.9350402 51.1016508, -113.9350402 51.1018178, -113.9350392 51.1020638, -113.9350392 51.1027038, -113.9350372 51.1029668, -113.9350192 51.1031928, -113.9350012 51.1034238, -113.9349862 51.1036328, -113.9349542 51.1040458, -113.9349462 51.1041158, -113.9349432 51.1041838, -113.9349412 51.1049698, -113.9349412 51.1051458, -113.9349402 51.1054818, -113.9349452 51.1062078, -113.9349432 51.1075078, -113.9349422 51.1075978, -113.9349432 51.1076808, -113.9349422 51.1078988, -113.9349432 51.1079958, -113.9349432 51.1082308, -113.9349422 51.1089108, -113.9349412 51.1099368, -113.9349412 51.1102378, -113.9349652 51.1103488, -113.9349732 51.1104058, -113.9349732 51.1105818, -113.9349722 51.1107038, -113.9351492 51.1107038, -113.9361382 51.1107028, -113.9370542 51.1107028, -113.9382362 51.1107038, -113.9401262 51.1107018, -113.9405252 51.1107018, -113.9406142 51.1107008, -113.9407622 51.1107008, -113.9418182 51.1106998, -113.9434702 51.1106988, -113.9440002 51.1106988, -113.9449642 51.1106958, -113.9452942 51.1106968, -113.9462112 51.1106978, -113.9463152 51.1106968, -113.9465862 51.1107818, -113.9466362 51.1108018, -113.9466632 51.1108148, -113.9467032 51.1108398, -113.9467942 51.1109218, -113.9467722 51.1110728, -113.9467602 51.1111518, -113.9467382 51.1113458, -113.9467262 51.1114628, -113.9467252 51.1114988, -113.9467162 51.1115828, -113.9466992 51.1117978, -113.9466822 51.1121348, -113.9466732 51.1123308, -113.9466702 51.1125498, -113.9466732 51.1127068, -113.9466732 51.1138348, -113.9466742 51.1141048, -113.9466732 51.1141988, -113.9466732 51.1145398, -113.9466752 51.1164478, -113.9466742 51.1168048, -113.9466732 51.1169308, -113.9466732 51.1174028, -113.9466762 51.1185498, -113.9466762 51.1188168, -113.9466752 51.1189118, -113.9466752 51.1193048, -113.9466772 51.1204068, -113.9466762 51.1208548, -113.9466762 51.1209338, -113.9466742 51.1209688, -113.9466662 51.1210218, -113.9466512 51.1210928, -113.9466402 51.1211328, -113.9466072 51.1212268, -113.9465842 51.1212618, -113.9465672 51.1212808, -113.9465212 51.1213168, -113.9464702 51.1213438, -113.9464152 51.1213648, -113.9463642 51.1213788, -113.9463042 51.1213888, -113.9459802 51.1213908, -113.9458492 51.1213968, -113.9457222 51.1214078, -113.9456002 51.1214238, -113.9454202 51.1214548, -113.9453222 51.1214768, -113.9452032 51.1215088, -113.9450822 51.1215488, -113.9450132 51.1215758, -113.9449392 51.1216078, -113.9448572 51.1216478, -113.9447512 51.1217078, -113.9447132 51.1217318, -113.9446502 51.1217758, -113.9445652 51.1218438, -113.9445502 51.1218578, -113.9445072 51.1219008, -113.9444282 51.1219888, -113.9444052 51.1220218, -113.9443922 51.1220388, -113.9443552 51.1220968, -113.9443212 51.1221598, -113.9442992 51.1222118, -113.9442792 51.1222728, -113.9442582 51.1223748, -113.9442552 51.1224308, -113.9442602 51.1226148, -113.9442592 51.1233108, -113.9442582 51.1240538, -113.9442582 51.1243108, -113.9442572 51.1248248, -113.9442572 51.1251478, -113.9442582 51.1252318, -113.9442602 51.1253798, -113.9442792 51.1254798, -113.9442942 51.1255308, -113.9443082 51.1255658, -113.9443462 51.1256438, -113.9443842 51.1257078, -113.9443872 51.1257128, -113.9444512 51.1257968, -113.9444942 51.1258428, -113.9445263 51.1258738, -113.9445802 51.1259218, -113.9446542 51.1259788, -113.9447362 51.1260348, -113.9448052 51.1260738, -113.9449172 51.1261298, -113.9449582 51.1261478, -113.9450272 51.1261758, -113.9451402 51.1262148, -113.9452033 51.1262338, -113.9453382 51.1262678, -113.9454653 51.1262908, -113.9456842 51.1263208, -113.9465772 51.1264358, -113.9467383 51.1264578, -113.9470422 51.1264948, -113.9471672 51.1265118, -113.9473293 51.1263748, -113.9474003 51.1263158, -113.9475022 51.1262008, -113.9478773 51.1256468, -113.9479633 51.1255148, -113.9480973 51.1253078, -113.9482643 51.1250528, -113.9484213 51.1248748, -113.9489753 51.1243518, -113.9483013 51.1240078, -113.9479213 51.1238108, -113.9477042 51.1236958, -113.9475522 51.1236218, -113.9474822 51.1235838, -113.9474082 51.1235378, -113.9473352 51.1234838, -113.9472922 51.1234468, -113.9472352 51.1233988, -113.9471922 51.1233558, -113.9471472 51.1233058, -113.9470832 51.1232208, -113.9470352 51.1231578, -113.9470022 51.1231038, -113.9469692 51.1230438, -113.9469242 51.1229458, -113.9469052 51.1228998, -113.9468752 51.1228008, -113.9468532 51.1226958, -113.9468452 51.1226378, -113.9468422 51.1225388, -113.9468362 51.1223408, -113.9468182 51.1220608, -113.9468552 51.1219658, -113.9468672 51.1219188, -113.9468732 51.1218528, -113.9468722 51.1209498, -113.9468702 51.1189118, -113.9468712 51.1188508, -113.9468692 51.1188168, -113.9468682 51.1184748, -113.9468672 51.1176328, -113.9468662 51.1164488, -113.9468682 51.1162328, -113.9468682 51.1160138, -113.9468662 51.1154198, -113.9468642 51.1146808, -113.9468652 51.1144508, -113.9468652 51.1141988, -113.9468652 51.1141048, -113.9468642 51.1137508, -113.9468632 51.1132898, -113.9468642 51.1129038, -113.9468672 51.1123388, -113.9468802 51.1119488, -113.9468982 51.1116958, -113.9469362 51.1113028, -113.9469722 51.1110068, -113.9469872 51.1109068, -113.9470212 51.1106968, -113.9470422 51.1105758, -113.9468512 51.1105748, -113.9465052 51.1105758, -113.9459322 51.1105768, -113.9456792 51.1105768, -113.9445402 51.1105778, -113.9443402 51.1105768, -113.9440812 51.1105778, -113.9440002 51.1105768, -113.9412082 51.1105788, -113.9408822 51.1105798, -113.9407622 51.1105788, -113.9406132 51.1105798, -113.9402702 51.1105798, -113.9356372 51.1105818, -113.9353722 51.1105028, -113.9353252 51.1104858, -113.9352782 51.1104608, -113.9352522 51.1104428, -113.9351492 51.1103528, -113.9351492 51.1101228, -113.9351502 51.1092498, -113.9351492 51.1084358, -113.9351492 51.1079458, -113.9351492 51.1076558, -113.9351492 51.1075278, -113.9351502 51.1049698, -113.9351502 51.1048148, -113.9351522 51.1044448, -113.9351522 51.1043328, -113.9351592 51.1040198, -113.9351682 51.1038108, -113.9351802 51.1036268, -113.9351922 51.1034248, -113.9352152 51.1031278, -113.9352222 51.1030378, -113.9352282 51.1029278, -113.9352352 51.1026348, -113.9352312 51.1017468, -113.9352332 51.1016008, -113.9352312 51.1014868, -113.9352302 51.1013928, -113.9352332 51.1010598, -113.9352352 51.1008178, -113.9352332 51.0991838, -113.9352342 51.0990848, -113.9352342 51.0987158, -113.9352362 51.0981738, -113.9352372 51.0967308, -113.9352382 51.0966928, -113.9352382 51.0961748, -113.9352372 51.0961148, -113.9352392 51.0959878, -113.9352402 51.0954748, -113.9352462 51.0937878, -113.9352452 51.0929308, -113.9352422 51.0919728, -113.9352402 51.0919068, -113.9352422 51.0916868, -113.9352462 51.0912948, -113.9352492 51.0911088, -113.9352422 51.0867828, -113.9352432 51.0865048, -113.9352422 51.0863468, -113.9352452 51.0861768, -113.9352452 51.0861568, -113.9352422 51.0856138, -113.9352432 51.0851918, -113.9352422 51.0842168, -113.9352412 51.0841448, -113.9352422 51.0841128, -113.9352422 51.0836998, -113.9352412 51.0824448, -113.9352392 51.0822978, -113.9352412 51.0820928, -113.9352392 51.0818778, -113.9352402 51.0815908, -113.9352392 51.0814948, -113.9352412 51.0813178, -113.9352402 51.0812708, -113.9352392 51.0808528, -113.9352392 51.0798818, -113.9352362 51.0793138, -113.9352362 51.0785038, -113.9352332 51.0781788, -113.9352352 51.0778928, -113.9352332 51.0773168, -113.9352312 51.0764328, -113.9352302 51.0761498, -113.9352302 51.0757328, -113.9352312 51.0754468, -113.9352272 51.0743788, -113.9352242 51.0729508, -113.9352242 51.0726268, -113.9352232 51.0724768, -113.9352232 51.0723908, -113.9352252 51.0719088, -113.9352242 51.0716638, -113.9352262 51.0711108, -113.9352262 51.0704258, -113.9352282 51.0701488, -113.9352272 51.0700808, -113.9352292 51.0698398, -113.9352312 51.0695178, -113.9352302 51.0676188, -113.9352302 51.0670998, -113.9352312 51.0669968, -113.9352302 51.0668348, -113.9352322 51.0662468, -113.9352362 51.0630818, -113.9352362 51.0628018, -113.9352362 51.0625658, -113.9352352 51.0614558, -113.9352382 51.0599338, -113.9352382 51.0596518, -113.9352372 51.0593038, -113.9352362 51.0590858, -113.9352392 51.0560578, -113.9352392 51.0557888, -113.9352402 51.0555428, -113.9352462 51.0528218, -113.9352472 51.0524808, -113.9352462 51.0523608, -113.9352472 51.0521468, -113.9352462 51.0520338, -113.9352472 51.0518938, -113.9352492 51.0517378, -113.9352482 51.0508818, -113.9352472 51.0502098, -113.9352492 51.0501088, -113.9352492 51.0500108, -113.9352492 51.0498918, -113.9352512 51.0496288, -113.9352482 51.0492428, -113.9352512 51.0485778, -113.9352472 51.0483468, -113.9352502 51.0481558, -113.9352492 51.0473108, -113.9352472 51.0457848, -113.9352452 51.0456338, -113.9352462 51.0455348, -113.9352472 51.0453738, -113.9352482 51.0440338, -113.9352472 51.0438208, -113.9352492 51.0435088, -113.9352482 51.0427178, -113.9352492 51.0426228, -113.9352482 51.0422808, -113.9352492 51.0415968, -113.9352512 51.0414258, -113.9352492 51.0411338, -113.9352502 51.0408358, -113.9352512 51.0405208, -113.9352492 51.0402208, -113.9352502 51.0400978, -113.9352522 51.0397278, -113.9352512 51.0393528, -113.9352522 51.0383418, -113.9352512 51.0382438, -113.9352532 51.0378728, -113.9352522 51.0377518, -113.9350812 51.0377518, -113.9333972 51.0377538, -113.9314962 51.0377708, -113.9302382 51.0377698, -113.9296772 51.0377708, -113.9287072 51.0377708, -113.9285152 51.0377728, -113.9282552 51.0377818, -113.9267232 51.0377758, -113.9246982 51.0377678, -113.9206042 51.0377528, -113.9204032 51.0377468, -113.9200732 51.0377428, -113.9196232 51.0377428, -113.9190022 51.0377548, -113.9184982 51.0377778, -113.9178782 51.0377958, -113.9175682 51.0378018, -113.9170122 51.0378058, -113.9166212 51.0378068, -113.9148192 51.0378088, -113.9140662 51.0377848, -113.9135372 51.0377698, -113.9133122 51.0377608, -113.9119822 51.0377558, -113.9105532 51.0378448))"
"REGULAR","440","Chateau Estates/Franklin Station","2025/12/11","2025/12/11","ff138f09-3c7e-4a2b-a041-2de441b386d3","MULTILINESTRING ((-113.9125362 51.0636998, -113.9125452 51.0638418, -113.9126672 51.0638158, -113.9129952 51.0637358, -113.9131882 51.0636918, -113.9135502 51.0636038), (-113.9125502 51.0633338, -113.9125362 51.0636998, -113.9125502 51.0633418, -113.9125502 51.0633338), (-113.9125502 51.0633338, -113.9125542 51.0630168, -113.9125412 51.0629328, -113.9124872 51.0629548, -113.9123062 51.0629708, -113.9121632 51.0629748, -113.9120542 51.0629708, -113.9119772 51.0629628, -113.9119032 51.0629398), (-113.9940072 51.0457648, -113.9939772 51.0457668, -113.9939162 51.0457748, -113.9938912 51.0457828, -113.9938642 51.0457938, -113.9938182 51.0458178, -113.9935442 51.0459738, -113.9934802 51.0460068, -113.9934262 51.0460258, -113.9933942 51.0460318, -113.9933572 51.0460358, -113.9933242 51.0460358, -113.9932722 51.0460298, -113.9930372 51.0459948, -113.9930002 51.0460778, -113.9929922 51.0460928, -113.9932442 51.0461478, -113.9932662 51.0461548, -113.9932972 51.0461688, -113.9933292 51.0461878, -113.9933572 51.0462108, -113.9933752 51.0462358, -113.9933892 51.0462658, -113.9933922 51.0462888, -113.9933902 51.0463158, -113.9933752 51.0463538, -113.9933532 51.0463778, -113.9933412 51.0463868, -113.9938672 51.0467558, -113.9939072 51.0467768, -113.9939522 51.0467888, -113.9939702 51.0467908, -113.9940202 51.0467928, -113.9940902 51.0467858, -113.9941242 51.0467788, -113.9941512 51.0467688, -113.9941812 51.0467548, -113.9943662 51.0466508, -113.9946902 51.0464688, -113.9947752 51.0464158, -113.9947902 51.0464008, -113.9948172 51.0463628, -113.9948312 51.0463228, -113.9948312 51.0463018, -113.9948272 51.0462808, -113.9948182 51.0462628, -113.9947952 51.0462318, -113.9942452 51.0458448, -113.9941992 51.0458128, -113.9941702 51.0457968, -113.9941442 51.0457868, -113.9941112 51.0457768, -113.9940732 51.0457698, -113.9940072 51.0457648), (-113.9930372 51.0459948, -113.9930642 51.0459058, -113.9930772 51.0458358, -113.9930812 51.0457858, -113.9930822 51.0456118), (-113.9930802 51.0451178, -113.9930822 51.0456118, -113.9930812 51.0453608, -113.9930802 51.0451178), (-113.9930802 51.0451178, -113.9930932 51.0446678), (-113.9930932 51.0442118, -113.9930932 51.0446678, -113.9930932 51.0442568, -113.9930932 51.0442118), (-113.9125412 51.0629328, -113.9124942 51.0629118, -113.9124142 51.0629018, -113.9121582 51.0629018, -113.9119952 51.0629108, -113.9119032 51.0629398, -113.9119032 51.0620358, -113.9119042 51.0606948, -113.9119042 51.0594328, -113.9119052 51.0524268, -113.9119042 51.0485138, -113.9119052 51.0465068, -113.9119062 51.0450838, -113.9118602 51.0447858, -113.9117802 51.0443508, -113.9117632 51.0442738, -113.9117102 51.0440518, -113.9115912 51.0436608, -113.9112582 51.0432408, -113.9110072 51.0429148, -113.9106502 51.0425748, -113.9100472 51.0421148, -113.9093702 51.0416738, -113.9088362 51.0412718), (-113.9084162 51.0407928, -113.9088362 51.0412718, -113.9085412 51.0409348, -113.9084162 51.0407928), (-113.9930932 51.0442118, -113.9930932 51.0437688, -113.9930912 51.0433188, -113.9930892 51.0428538, -113.9931122 51.0424598, -113.9931092 51.0419938, -113.9931152 51.0415338, -113.9931192 51.0411138, -113.9931112 51.0405018), (-113.9931142 51.0400528, -113.9931132 51.0401338, -113.9931112 51.0405018, -113.9931142 51.0400528), (-113.9084162 51.0407928, -113.9082042 51.0404338, -113.9079742 51.0400968, -113.9078502 51.0397738), (-113.9931202 51.0395898, -113.9931152 51.0399448, -113.9931142 51.0400528, -113.9931202 51.0395898), (-113.9077622 51.0394748, -113.9077722 51.0395088, -113.9078502 51.0397738, -113.9077622 51.0394748), (-113.9577142 51.0378588, -113.9577442 51.0378588, -113.9579442 51.0378618, -113.9580022 51.0378598, -113.9583262 51.0378618, -113.9584322 51.0378618, -113.9585162 51.0378618, -113.9588512 51.0378618, -113.9595062 51.0378588), (-113.9599012 51.0378638, -113.9595302 51.0378598, -113.9595062 51.0378588, -113.9599012 51.0378638, -113.9603782 51.0378578), (-113.9608262 51.0378558, -113.9605632 51.0378568, -113.9603782 51.0378578, -113.9608262 51.0378558), (-113.9772232 51.0378528, -113.9781532 51.0378548, -113.9786952 51.0378558, -113.9772232 51.0378528), (-113.9757512 51.0378488, -113.9772232 51.0378528, -113.9762732 51.0378498, -113.9757512 51.0378488), (-113.9077622 51.0394748, -113.9077312 51.0391208, -113.9077062 51.0378468, -113.9091412 51.0378468), (-113.9094512 51.0378468, -113.9091862 51.0378468, -113.9091412 51.0378468, -113.9094512 51.0378468), (-113.9563862 51.0378558, -113.9555882 51.0378468, -113.9563312 51.0378558, -113.9563862 51.0378558, -113.9569442 51.0378578, -113.9575372 51.0378598, -113.9577142 51.0378588, -113.9579442 51.0378618), (-113.9555882 51.0378468, -113.9542532 51.0378528, -113.9548192 51.0378508, -113.9555882 51.0378468), (-113.9094512 51.0378468, -113.9105532 51.0378448, -113.9119832 51.0378918, -113.9142762 51.0378768, -113.9152912 51.0378778, -113.9165062 51.0378768, -113.9167752 51.0378778, -113.9171172 51.0378888, -113.9172862 51.0378988, -113.9191312 51.0378998, -113.9199072 51.0379008, -113.9226732 51.0378958, -113.9260782 51.0378898, -113.9282722 51.0378858, -113.9285502 51.0378938, -113.9289852 51.0378958, -113.9297902 51.0378958, -113.9302382 51.0378958, -113.9310282 51.0378948, -113.9317392 51.0378938, -113.9323472 51.0378868, -113.9337522 51.0378758, -113.9345722 51.0378728, -113.9350562 51.0378728, -113.9352532 51.0378728, -113.9355442 51.0378728, -113.9360292 51.0378738, -113.9361132 51.0378748, -113.9364002 51.0378768, -113.9368102 51.0378858, -113.9375762 51.0379118, -113.9380612 51.0379248, -113.9382622 51.0379258, -113.9384762 51.0379288, -113.9393122 51.0379268, -113.9399992 51.0379258, -113.9410492 51.0379258, -113.9422472 51.0379228, -113.9426822 51.0379258, -113.9428562 51.0379268, -113.9433632 51.0379248, -113.9437062 51.0379228, -113.9438142 51.0379218, -113.9468622 51.0379218, -113.9469772 51.0379208, -113.9476992 51.0379168, -113.9484882 51.0379138, -113.9486912 51.0379068, -113.9494532 51.0379088, -113.9501472 51.0379058, -113.9502712 51.0379048, -113.9507352 51.0379038, -113.9512812 51.0379078, -113.9520212 51.0379148, -113.9522292 51.0379128, -113.9523082 51.0379038, -113.9523502 51.0378958, -113.9524342 51.0378738, -113.9524972 51.0378568), (-113.9743402 51.0378448, -113.9757512 51.0378488, -113.9750672 51.0378468, -113.9743402 51.0378448), (-113.9736042 51.0378428, -113.9743402 51.0378448, -113.9741312 51.0378438, -113.9736042 51.0378428), (-113.9736042 51.0378428, -113.9728782 51.0378418), (-113.9721692 51.0378388, -113.9722982 51.0378398, -113.9728782 51.0378418, -113.9721692 51.0378388), (-113.9714452 51.0378378, -113.9706962 51.0378378, -113.9700272 51.0378378, -113.9714452 51.0378378, -113.9721692 51.0378388), (-113.9613842 51.0378348, -113.9608262 51.0378558, -113.9610882 51.0378468, -113.9613842 51.0378348, -113.9621262 51.0378348, -113.9627382 51.0378358, -113.9628562 51.0378358, -113.9636122 51.0378358, -113.9643642 51.0378358, -113.9657692 51.0378358, -113.9654132 51.0378358, -113.9643642 51.0378358), (-113.9673262 51.0378308, -113.9657692 51.0378358, -113.9662692 51.0378348, -113.9673262 51.0378308, -113.9678952 51.0378368, -113.9686092 51.0378368, -113.9700272 51.0378378, -113.9693422 51.0378368, -113.9686092 51.0378368), (-113.9930662 51.0378808, -113.9930662 51.0377608, -113.9929902 51.0377618, -113.9920462 51.0377678, -113.9911662 51.0377688, -113.9900032 51.0377668, -113.9894152 51.0377698, -113.9888882 51.0377708, -113.9883422 51.0377718, -113.9879212 51.0377858, -113.9867042 51.0377778, -113.9866602 51.0377788, -113.9866472 51.0377778, -113.9865762 51.0377768, -113.9860062 51.0377718, -113.9856532 51.0377678, -113.9844492 51.0377718, -113.9836232 51.0377688, -113.9831872 51.0377798, -113.9830772 51.0377818, -113.9817062 51.0377828, -113.9815582 51.0377798, -113.9813602 51.0377758, -113.9808212 51.0377788, -113.9807782 51.0377808, -113.9806902 51.0377848, -113.9805732 51.0377878, -113.9804692 51.0377928, -113.9803612 51.0378008, -113.9802952 51.0378098, -113.9802362 51.0378208, -113.9801922 51.0378378, -113.9801682 51.0378588, -113.9786952 51.0378558, -113.9791932 51.0378578, -113.9801682 51.0378588, -113.9802192 51.0378788, -113.9802642 51.0378888, -113.9803492 51.0378958, -113.9804962 51.0378948, -113.9807072 51.0378808, -113.9809182 51.0378748, -113.9812722 51.0378718, -113.9813952 51.0378748, -113.9815402 51.0378808, -113.9816822 51.0378868, -113.9821392 51.0378918, -113.9821682 51.0378928, -113.9831272 51.0378908, -113.9846312 51.0378918, -113.9855062 51.0378908, -113.9865802 51.0378958, -113.9866422 51.0378978, -113.9867122 51.0378968, -113.9872122 51.0378968, -113.9875012 51.0378958, -113.9878112 51.0378988, -113.9893702 51.0378948, -113.9902152 51.0378968, -113.9908982 51.0378988, -113.9912652 51.0378928, -113.9914892 51.0378918, -113.9921032 51.0378818, -113.9921722 51.0378818, -113.9929362 51.0378838, -113.9930662 51.0378808, -113.9930782 51.0382678, -113.9930892 51.0384518, -113.9930922 51.0386498, -113.9930912 51.0386688, -113.9930942 51.0387108, -113.9931122 51.0391598, -113.9931192 51.0393568, -113.9931202 51.0395898), (-113.9105532 51.0378448, -113.9119822 51.0377558, -113.9133122 51.0377608, -113.9135372 51.0377698, -113.9140662 51.0377848, -113.9148192 51.0378088, -113.9166212 51.0378068, -113.9170122 51.0378058, -113.9175682 51.0378018, -113.9178782 51.0377958, -113.9184982 51.0377778, -113.9190022 51.0377548, -113.9196232 51.0377428, -113.9200732 51.0377428, -113.9204032 51.0377468, -113.9206042 51.0377528, -113.9246982 51.0377678, -113.9267232 51.0377758, -113.9282552 51.0377818, -113.9285152 51.0377728, -113.9287072 51.0377708, -113.9296772 51.0377708, -113.9302382 51.0377698, -113.9314962 51.0377708, -113.9333972 51.0377538, -113.9340772 51.0377528, -113.9350812 51.0377518, -113.9352522 51.0377518, -113.9357092 51.0377518, -113.9362532 51.0377578, -113.9366302 51.0377628, -113.9367792 51.0377668, -113.9370312 51.0377708, -113.9373772 51.0377848, -113.9377532 51.0377958, -113.9379012 51.0378008, -113.9382232 51.0378068, -113.9386482 51.0378118, -113.9393122 51.0378088, -113.9408342 51.0378068, -113.9421782 51.0378068, -113.9426832 51.0378078, -113.9428572 51.0378068, -113.9453862 51.0378028, -113.9461722 51.0378038, -113.9469322 51.0378038, -113.9484102 51.0378018, -113.9494532 51.0377988, -113.9502722 51.0377978, -113.9503182 51.0377978, -113.9512812 51.0377968, -113.9516232 51.0377968, -113.9522212 51.0377968, -113.9523022 51.0378058, -113.9523362 51.0378128, -113.9523812 51.0378238, -113.9524972 51.0378568, -113.9528172 51.0378558, -113.9542532 51.0378528))"
