shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10180,51.052002,-113.941285,10001,0.000
10180,51.052017,-113.941298,10002,0.002
10180,51.052050,-113.941350,10003,0.007
10180,51.052061,-113.941391,10004,0.010
10180,51.052065,-113.941431,10005,0.013
10180,51.052068,-113.941839,10006,0.042
10180,51.051710,-113.941837,10007,0.081
10180,51.051470,-113.941838,10008,0.108
10180,51.050886,-113.941837,10009,0.173
10180,51.050529,-113.941837,10010,0.213
10180,51.050436,-113.941839,10011,0.223
10180,51.050321,-113.941838,10012,0.236
10180,51.050321,-113.941838,20001,0.236
10180,51.049796,-113.941837,20002,0.294
10180,51.049547,-113.941841,20003,0.322
10180,51.049223,-113.941838,20004,0.358
10180,51.048830,-113.941840,20005,0.402
10180,51.048694,-113.941837,20006,0.417
10180,51.048546,-113.941838,20007,0.433
10180,51.047966,-113.941838,20008,0.498
10180,51.047966,-113.941838,30001,0.498
10180,51.047705,-113.941838,30002,0.527
10180,51.046985,-113.941838,30003,0.607
10180,51.046911,-113.941842,30004,0.615
10180,51.046827,-113.941856,30005,0.625
10180,51.046802,-113.941868,30006,0.628
10180,51.046784,-113.941879,30007,0.630
10180,51.046264,-113.942126,30008,0.690
10180,51.045843,-113.942654,30009,0.750
10180,51.045664,-113.943049,30010,0.784
10180,51.045664,-113.943049,40001,0.784
10180,51.045537,-113.943329,40002,0.808
10180,51.045311,-113.944195,40003,0.874
10180,51.045206,-113.944941,40004,0.927
10180,51.045212,-113.946683,40005,1.050
10180,51.045212,-113.946683,50001,1.050
10180,51.045212,-113.946954,50002,1.069
10180,51.045187,-113.949678,50003,1.260
10180,51.045188,-113.950978,50004,1.351
10180,51.044776,-113.950968,50005,1.397
10180,51.044776,-113.950968,60001,1.397
10180,51.044722,-113.950967,60002,1.403
10180,51.043607,-113.950948,60003,1.527
10180,51.043193,-113.950948,60004,1.573
10180,51.041977,-113.950949,60005,1.708
10180,51.041633,-113.951010,60006,1.747
10180,51.041376,-113.951139,60007,1.777
10180,51.041198,-113.951368,60008,1.802
10180,51.041052,-113.951693,60009,1.830
10180,51.041052,-113.951693,70001,1.830
10180,51.041037,-113.951727,70002,1.833
10180,51.040972,-113.952231,70003,1.869
10180,51.040973,-113.953108,70004,1.931
10180,51.040973,-113.954328,70005,2.016
10180,51.040974,-113.954728,70006,2.044
10180,51.040974,-113.954728,80001,2.044
10180,51.040973,-113.955582,80002,2.104
10180,51.040965,-113.956191,80003,2.147
10180,51.040959,-113.956946,80004,2.200
10180,51.040953,-113.957621,80005,2.248
10180,51.040950,-113.957725,80006,2.255
10180,51.040949,-113.958295,80007,2.295
10180,51.040947,-113.958383,80008,2.301
10180,51.040551,-113.958384,80009,2.345
10180,51.040551,-113.958384,90001,2.345
10180,51.040516,-113.958383,90002,2.349
10180,51.040003,-113.958380,90003,2.406
10180,51.039776,-113.958382,90004,2.431
10180,51.039590,-113.958387,90005,2.452
10180,51.039396,-113.958401,90006,2.473
10180,51.039083,-113.958403,90007,2.508
10180,51.038717,-113.958401,90008,2.549
10180,51.038480,-113.958412,90009,2.575
10180,51.038447,-113.958417,90010,2.579
10180,51.038225,-113.958421,90011,2.604
10180,51.038098,-113.958426,90012,2.618
10180,51.037899,-113.958419,90013,2.640
10180,51.037855,-113.958418,90014,2.645
10180,51.037855,-113.958502,90015,2.651
10180,51.037855,-113.958837,90016,2.674
10180,51.037852,-113.959492,90017,2.720
10180,51.037853,-113.959516,90018,2.722
10180,51.037853,-113.959516,100001,2.722
10180,51.037857,-113.959887,100002,2.748
10180,51.037851,-113.960364,100003,2.781
10180,51.037849,-113.960812,100004,2.813
10180,51.037828,-113.961370,100005,2.852
10180,51.037828,-113.962112,100006,2.904
10180,51.037829,-113.962724,100007,2.947
10180,51.037829,-113.962842,100008,2.955
10180,51.037829,-113.963598,100009,3.008
10180,51.037829,-113.964350,100010,3.061
10180,51.037829,-113.965755,100011,3.159
10180,51.037824,-113.967312,100012,3.269
10180,51.037830,-113.967881,100013,3.309
10180,51.037830,-113.968595,100014,3.359
10180,51.037831,-113.970013,100015,3.458
10180,51.037831,-113.970817,100016,3.514
10180,51.037831,-113.970817,110001,3.514
10180,51.037831,-113.971431,110002,3.558
10180,51.037832,-113.972155,110003,3.608
10180,51.037835,-113.972864,110004,3.658
10180,51.037836,-113.973590,110005,3.709
10180,51.037838,-113.974326,110006,3.760
10180,51.037842,-113.975737,110007,3.860
10180,51.037846,-113.977209,110008,3.963
10180,51.037849,-113.978681,110009,4.066
10180,51.037852,-113.980154,110010,4.169
10180,51.037872,-113.980205,110011,4.174
10180,51.037882,-113.980250,110012,4.177
10180,51.037889,-113.980335,110013,4.183
10180,51.037888,-113.980482,110014,4.193
10180,51.037874,-113.980693,110015,4.208
10180,51.037868,-113.980904,110016,4.223
10180,51.037865,-113.981258,110017,4.248
10180,51.037868,-113.981381,110018,4.256
10180,51.037874,-113.981526,110019,4.267
10180,51.037880,-113.981668,110020,4.277
10180,51.037886,-113.982154,110021,4.311
10180,51.037886,-113.982423,110022,4.330
10180,51.037886,-113.982423,120001,4.330
10180,51.037884,-113.983113,120002,4.378
10180,51.037885,-113.984617,120003,4.483
10180,51.037884,-113.985492,120004,4.545
10180,51.037889,-113.986566,120005,4.620
10180,51.037891,-113.986628,120006,4.625
10180,51.037890,-113.986698,120007,4.629
10180,51.037889,-113.987466,120008,4.683
10180,51.037889,-113.987466,130001,4.683
10180,51.037889,-113.987487,130002,4.685
10180,51.037892,-113.987797,130003,4.706
10180,51.037888,-113.989356,130004,4.816
10180,51.037892,-113.990884,130005,4.923
10180,51.037886,-113.991251,130006,4.949
10180,51.037885,-113.991475,130007,4.965
10180,51.037875,-113.992089,130008,5.008
10180,51.037875,-113.992158,130009,5.012
10180,51.037877,-113.992922,130010,5.066
10180,51.037874,-113.993052,130011,5.075
10180,51.037754,-113.993052,130012,5.088
10180,51.037590,-113.993223,130013,5.110
10180,51.037498,-113.993565,130014,5.136
10180,51.037443,-113.994013,130015,5.168
10180,51.037443,-113.994013,140001,5.168
10180,51.037368,-113.994622,140002,5.212
10180,51.037187,-113.996119,140003,5.319
10180,51.037059,-113.997191,140004,5.395
10180,51.036960,-113.997648,140005,5.429
10180,51.036616,-113.999287,140006,5.550
10180,51.036068,-114.000837,140007,5.675
10180,51.035899,-114.001373,140008,5.717
10180,51.035730,-114.001966,140009,5.763
10180,51.035618,-114.002600,140010,5.809
10180,51.035502,-114.003482,140011,5.872
10180,51.035475,-114.004546,140012,5.947
10180,51.035589,-114.005763,140013,6.033
10180,51.035883,-114.006880,140014,6.118
10180,51.036164,-114.007780,140015,6.189
10180,51.036473,-114.008722,140016,6.263
10180,51.036650,-114.009541,140017,6.324
10180,51.036811,-114.010826,140018,6.416
10180,51.036908,-114.011709,140019,6.479
10180,51.037056,-114.012850,140020,6.560
10180,51.037216,-114.014456,140021,6.674
10180,51.037353,-114.015496,140022,6.749
10180,51.037429,-114.016667,140023,6.832
10180,51.037439,-114.017394,140024,6.883
10180,51.037399,-114.018372,140025,6.951
10180,51.037365,-114.018827,140026,6.983
10180,51.037279,-114.019414,140027,7.026
10180,51.037102,-114.020052,140028,7.075
10180,51.036886,-114.020591,140029,7.119
10180,51.036663,-114.021270,140030,7.173
10180,51.036663,-114.021270,150001,7.173
10180,51.036656,-114.021290,150002,7.175
10180,51.036491,-114.021679,150003,7.208
10180,51.036452,-114.021824,150004,7.219
10180,51.036431,-114.022138,150005,7.241
10180,51.036731,-114.022785,150006,7.297
10180,51.036919,-114.023198,150007,7.333
10180,51.037037,-114.023493,150008,7.357
10180,51.037460,-114.024584,150009,7.447
10180,51.037460,-114.024584,160001,7.447
10180,51.037507,-114.024705,160002,7.457
10180,51.037673,-114.025133,160003,7.492
10180,51.037690,-114.025175,160004,7.496
10180,51.037822,-114.025516,160005,7.524
10180,51.038494,-114.027245,160006,7.667
10180,51.038749,-114.027902,160007,7.721
10180,51.039166,-114.028973,160008,7.809
10180,51.039340,-114.029423,160009,7.846
10180,51.039340,-114.029423,170001,7.846
10180,51.040210,-114.031660,170002,8.030
10180,51.041254,-114.034347,170003,8.252
10180,51.041459,-114.034873,170004,8.295
10180,51.041459,-114.034873,180001,8.295
10180,51.042195,-114.036768,180002,8.451
10180,51.042237,-114.036904,180003,8.462
10180,51.042463,-114.037853,180004,8.533
10180,51.042848,-114.039458,180005,8.653
10180,51.042988,-114.040045,180006,8.697
10180,51.043030,-114.040216,180007,8.710
10180,51.043030,-114.040216,190001,8.710
10180,51.043045,-114.040277,190002,8.715
10180,51.043329,-114.041469,190003,8.804
10180,51.043488,-114.042119,190004,8.853
10180,51.043533,-114.042322,190005,8.868
10180,51.043655,-114.042828,190006,8.906
10180,51.043722,-114.043109,190007,8.928
10180,51.043832,-114.043620,190008,8.966
10180,51.043841,-114.043666,190009,8.969
10180,51.043849,-114.043717,190010,8.973
10180,51.043862,-114.044090,190011,8.999
10180,51.043866,-114.044451,190012,9.024
10180,51.043898,-114.045492,190013,9.097
10180,51.043898,-114.045492,200001,9.097
10180,51.043903,-114.045646,200002,9.108
10180,51.043927,-114.046503,200003,9.168
10180,51.043938,-114.046826,200004,9.191
10180,51.043944,-114.047067,200005,9.208
10180,51.043961,-114.047478,200006,9.237
10180,51.043976,-114.047706,200007,9.253
10180,51.043996,-114.047936,200008,9.269
10180,51.044045,-114.048343,200009,9.298
10180,51.044117,-114.048841,200010,9.334
10180,51.044117,-114.048841,210001,9.334
10180,51.044141,-114.049006,210002,9.346
10180,51.044175,-114.049320,210003,9.368
10180,51.044192,-114.049461,210004,9.378
10180,51.044206,-114.049676,210005,9.393
10180,51.044220,-114.049850,210006,9.406
10180,51.044262,-114.050822,210007,9.474
10180,51.044330,-114.053209,210008,9.642
10180,51.044401,-114.055710,210009,9.817
10180,51.044858,-114.055696,210010,9.868
10180,51.045332,-114.055660,210011,9.921
10180,51.045517,-114.055648,210012,9.941
10180,51.045517,-114.055648,220001,9.941
10180,51.045806,-114.055628,220002,9.973
10180,51.046305,-114.055574,220003,10.029
10180,51.046752,-114.055543,220004,10.079
10180,51.047236,-114.055508,220005,10.133
10180,51.047288,-114.057334,220006,10.261
10180,51.047291,-114.057475,220007,10.271
10180,51.047291,-114.057475,230001,10.271
10180,51.047306,-114.057976,230002,10.306
10180,51.047376,-114.060435,230003,10.479
10180,51.047406,-114.061479,230004,10.552
10180,51.047406,-114.061479,240001,10.552
10180,51.047445,-114.062868,240002,10.650
10180,51.047464,-114.063558,240003,10.698
10180,51.047489,-114.064222,240004,10.745
10180,51.047489,-114.064222,250001,10.745
10180,51.047530,-114.065349,250002,10.824
10180,51.047585,-114.067833,250003,10.998
10180,51.047594,-114.068476,250004,11.043
10180,51.047598,-114.068589,250005,11.051
10180,51.047598,-114.068589,260001,11.051
10180,51.047615,-114.069097,260002,11.087
10180,51.047632,-114.069705,260003,11.130
10180,51.047645,-114.070247,260004,11.168
10180,51.047688,-114.071480,260005,11.254
10180,51.047719,-114.072548,260006,11.329
10180,51.047719,-114.072548,270001,11.329
10180,51.047752,-114.073746,270002,11.413
10180,51.047805,-114.075606,270003,11.544
10180,51.047805,-114.075606,280001,11.544
10180,51.047821,-114.076175,280002,11.584
10180,51.048279,-114.076132,280003,11.635
10180,51.048763,-114.076108,280004,11.689
10180,51.049237,-114.076074,280005,11.742
10180,51.049588,-114.076050,280006,11.781
10180,51.049712,-114.076051,280007,11.794
10180,51.049781,-114.078510,280008,11.967
10180,51.049802,-114.079251,280009,12.019
10180,51.049802,-114.079251,290001,12.019
10180,51.049815,-114.079731,290002,12.053
10180,51.049829,-114.080358,290003,12.097
10180,51.049850,-114.080971,290004,12.140
10180,51.049889,-114.082399,290005,12.240
10180,51.049900,-114.082572,290006,12.252
10180,51.049912,-114.082726,290007,12.263
10180,51.049944,-114.082939,290008,12.278
10180,51.049983,-114.083131,290009,12.292
10180,51.050033,-114.083317,290010,12.307
10180,51.050090,-114.083477,290011,12.319
10180,51.050152,-114.083627,290012,12.332
10180,51.050222,-114.083778,290013,12.345
10180,51.050464,-114.084074,290014,12.379
10180,51.051366,-114.085179,290015,12.506
10180,51.051721,-114.085623,290016,12.556
10180,51.051863,-114.085795,290017,12.576
10180,51.051876,-114.085809,290018,12.578
10180,51.051920,-114.085840,290019,12.583
10180,51.051961,-114.085861,290020,12.588
10180,51.051994,-114.085870,290021,12.592
10180,51.052033,-114.085873,290022,12.596
10180,51.052500,-114.085880,290023,12.648
10180,51.052502,-114.086258,290024,12.675
10180,51.052503,-114.086522,290025,12.693
10180,51.052503,-114.086522,300001,12.693
10180,51.052503,-114.087287,300002,12.747
10180,51.052503,-114.087385,300003,12.754
10180,51.052505,-114.087546,300004,12.765
10180,51.052504,-114.087727,300005,12.778
10180,51.052505,-114.087929,300006,12.792
10180,51.052504,-114.088208,300007,12.811
10180,51.052506,-114.088394,300008,12.824
10180,51.052505,-114.088651,300009,12.842
10180,51.052506,-114.088771,300010,12.851
10180,51.052506,-114.089045,300011,12.870
10180,51.052507,-114.089478,300012,12.900
10180,51.052509,-114.089632,300013,12.911
10180,51.052507,-114.089742,300014,12.919
10180,51.052509,-114.090192,300015,12.950
10180,51.052508,-114.090433,300016,12.967
10180,51.052512,-114.091005,300017,13.007
10180,51.052512,-114.091102,300018,13.014
10180,51.052512,-114.091102,310001,13.014
10180,51.052512,-114.091159,310002,13.018
10180,51.052512,-114.091326,310003,13.030
10180,51.052514,-114.091460,310004,13.039
10180,51.052515,-114.091630,310005,13.051
10180,51.052515,-114.091868,310006,13.068
10180,51.052517,-114.093284,310007,13.167
10180,51.052517,-114.093993,310008,13.217
10180,51.052517,-114.094697,310009,13.266
10180,51.052517,-114.095083,310010,13.293
10180,51.052516,-114.095426,310011,13.317
10180,51.052516,-114.095426,320001,13.317
10180,51.052516,-114.095469,320002,13.320
10180,51.052517,-114.095594,320003,13.329
10180,51.052517,-114.096142,320004,13.367
10180,51.052515,-114.096238,320005,13.374
10180,51.052516,-114.096659,320006,13.404
10180,51.052515,-114.097006,320007,13.428
10180,51.052516,-114.097191,320008,13.441
10180,51.052513,-114.097421,320009,13.457
10180,51.052515,-114.097582,320010,13.468
10180,51.052514,-114.097782,320011,13.482
10180,51.052513,-114.098182,320012,13.510
10180,51.052514,-114.098610,320013,13.540
10180,51.052514,-114.098610,330001,13.540
10180,51.052514,-114.098898,330002,13.561
10180,51.052512,-114.100358,330003,13.663
10180,51.052510,-114.100635,330004,13.682
10180,51.052504,-114.101090,330005,13.714
10180,51.052502,-114.102453,330006,13.810
10180,51.052501,-114.103082,330007,13.854
10180,51.052501,-114.103082,340001,13.854
10180,51.052501,-114.103096,340002,13.855
10180,51.052501,-114.103998,340003,13.918
10180,51.052502,-114.104266,340004,13.937
10180,51.052500,-114.104767,340005,13.972
10180,51.052499,-114.105561,340006,14.028
10180,51.052499,-114.106252,340007,14.076
10180,51.052499,-114.106252,340008,14.076
10180,51.052499,-114.106252,350001,14.076
10180,51.052497,-114.108024,350002,14.200
10180,51.052494,-114.110482,350003,14.373
10180,51.052494,-114.110971,350004,14.407
10180,51.052494,-114.110971,360001,14.407
10180,51.052492,-114.112931,360002,14.544
10180,51.052490,-114.114783,360003,14.674
10180,51.052492,-114.115398,360004,14.717
10180,51.052491,-114.115984,360005,14.758
10180,51.052491,-114.115984,370001,14.758
10180,51.052491,-114.116376,370002,14.786
10180,51.052493,-114.117468,370003,14.863
10180,51.052492,-114.117829,370004,14.888
10180,51.052493,-114.118064,370005,14.904
10180,51.052492,-114.118501,370006,14.935
10180,51.052492,-114.118893,370007,14.962
10180,51.052492,-114.119036,370008,14.972
10180,51.052492,-114.119036,380001,14.972
10180,51.052492,-114.119999,380002,15.040
10180,51.052492,-114.120315,380003,15.062
10180,51.052491,-114.120570,380004,15.080
10180,51.052491,-114.120769,380005,15.094
10180,51.052516,-114.121051,380006,15.114
10180,51.052538,-114.121214,380007,15.126
10180,51.052572,-114.121379,380008,15.138
10180,51.052608,-114.121539,380009,15.150
10180,51.052695,-114.121882,380010,15.176
10180,51.052788,-114.122172,380011,15.198
10180,51.053178,-114.123031,380012,15.273
10180,51.053298,-114.123299,380013,15.296
10180,51.053416,-114.123551,380014,15.318
10180,51.053416,-114.123551,390001,15.318
10180,51.053446,-114.123615,390002,15.323
10180,51.053635,-114.124033,390003,15.359
10180,51.053757,-114.124311,390004,15.383
10180,51.053877,-114.124599,390005,15.407
10180,51.053939,-114.124753,390006,15.420
10180,51.054082,-114.125133,390007,15.451
10180,51.054112,-114.125234,390008,15.459
10180,51.054132,-114.125307,390009,15.464
10180,51.054151,-114.125395,390010,15.471
10180,51.054173,-114.125520,390011,15.480
10180,51.054292,-114.125869,390012,15.508
10180,51.054345,-114.126037,390013,15.521
10180,51.054345,-114.126037,400001,15.521
10180,51.054461,-114.126399,400002,15.550
10180,51.054596,-114.126811,400003,15.582
10180,51.054694,-114.127127,400004,15.607
10180,51.054794,-114.127476,400005,15.634
10180,51.054923,-114.127961,400006,15.671
10180,51.055365,-114.129616,400007,15.797
10180,51.055561,-114.130363,400008,15.853
10180,51.055561,-114.130363,410001,15.853
10180,51.055738,-114.131040,410002,15.905
10180,51.056111,-114.132448,410003,16.012
10180,51.056355,-114.133384,410004,16.083
10180,51.056424,-114.133621,410005,16.101
10180,51.056548,-114.133976,410006,16.130
10180,51.056640,-114.134217,410007,16.149
10180,51.056841,-114.134607,410008,16.185
10180,51.056841,-114.134607,420001,16.185
10180,51.056904,-114.134729,420002,16.196
10180,51.057192,-114.135336,420003,16.249
10180,51.057461,-114.135922,420004,16.300
10180,51.057710,-114.136462,420005,16.347
10180,51.058017,-114.136976,420006,16.396
10180,51.058136,-114.137215,420007,16.418
10180,51.058230,-114.137406,420008,16.435
10180,51.058230,-114.137406,430001,16.435
10180,51.058302,-114.137551,430002,16.448
10180,51.058486,-114.137924,430003,16.481
10180,51.058842,-114.138682,430004,16.547
10180,51.059059,-114.139123,430005,16.586
10180,51.059059,-114.139123,440001,16.586
10180,51.059142,-114.139292,440002,16.601
10180,51.059402,-114.139784,440003,16.646
10180,51.059784,-114.140558,440004,16.715
10180,51.059878,-114.140750,440005,16.732
10180,51.059951,-114.140898,440006,16.745
10180,51.060085,-114.141166,440007,16.770
10180,51.060205,-114.141323,440008,16.787
10180,51.060233,-114.141367,440009,16.791
10180,51.060249,-114.141396,440010,16.794
10180,51.060271,-114.141443,440011,16.798
10180,51.060378,-114.141698,440012,16.820
10180,51.060378,-114.141698,450001,16.820
10180,51.060787,-114.142668,450002,16.901
10180,51.060991,-114.143150,450003,16.942
10180,51.061078,-114.143359,450004,16.960
10180,51.061161,-114.143552,450005,16.976
10180,51.061246,-114.143755,450006,16.993
10180,51.061246,-114.143755,460001,16.993
10180,51.062090,-114.145759,460002,17.162
10180,51.062300,-114.146256,460003,17.204
10180,51.062479,-114.146683,460004,17.240
10180,51.062479,-114.146683,470001,17.240
10180,51.062808,-114.147463,470002,17.306
10180,51.062950,-114.147823,470003,17.336
10180,51.063015,-114.147990,470004,17.349
10180,51.063226,-114.148528,470005,17.394
10180,51.063264,-114.148622,470006,17.402
10180,51.063285,-114.148677,470007,17.406
10180,51.063412,-114.148999,470008,17.433
10180,51.063463,-114.149123,470009,17.443
10180,51.063615,-114.149482,470010,17.474
10180,51.063856,-114.150051,470011,17.521
10180,51.063894,-114.150137,470012,17.529
10180,51.063955,-114.150253,470013,17.540
10180,51.064002,-114.150333,470014,17.547
10180,51.064052,-114.150409,470015,17.555
10180,51.064143,-114.150533,470016,17.568
10180,51.064174,-114.150583,470017,17.573
10180,51.064222,-114.150648,470018,17.580
10180,51.064267,-114.150718,470019,17.587
10180,51.064302,-114.150767,470020,17.592
10180,51.064353,-114.150803,470021,17.599
10180,51.064440,-114.150852,470022,17.609
10180,51.064510,-114.150880,470023,17.617
10180,51.064830,-114.150966,470024,17.653
10180,51.064963,-114.150999,470025,17.668
10180,51.065163,-114.151056,470026,17.691
10180,51.065256,-114.151088,470027,17.701
10180,51.065311,-114.151111,470028,17.707
10180,51.065411,-114.151145,470029,17.719
10180,51.065530,-114.151190,470030,17.732
10180,51.065630,-114.151253,470031,17.744
10180,51.065683,-114.151302,470032,17.751
10180,51.065741,-114.151350,470033,17.759
10180,51.065805,-114.151417,470034,17.767
10180,51.066039,-114.151716,470035,17.800
10180,51.066078,-114.151785,470036,17.807
10180,51.066149,-114.151876,470037,17.817
10180,51.066208,-114.151958,470038,17.826
10180,51.066443,-114.152272,470039,17.860
10180,51.066774,-114.152693,470040,17.907
10180,51.066893,-114.152847,470041,17.924
10180,51.066983,-114.152978,470042,17.938
10180,51.067057,-114.153092,470043,17.949
10180,51.067386,-114.153523,470044,17.997
10180,51.067393,-114.153533,470045,17.998
10180,51.067761,-114.154017,470046,18.051
10180,51.067877,-114.154178,470047,18.068
10180,51.068143,-114.154527,470048,18.107
10180,51.068172,-114.154564,470049,18.111
10180,51.068172,-114.154564,480001,18.111
10180,51.068180,-114.154575,480002,18.112
10180,51.068192,-114.154590,480003,18.114
10180,51.068773,-114.155368,480004,18.198
10180,51.069063,-114.155764,480005,18.241
10180,51.069366,-114.156161,480006,18.285
10180,51.069959,-114.156951,480007,18.371
10180,51.070250,-114.157347,480008,18.413
10180,51.070552,-114.157744,480009,18.457
10180,51.071146,-114.158537,480010,18.543
10180,51.071269,-114.158705,480011,18.561
10180,51.071269,-114.158705,490001,18.561
10180,51.071437,-114.158931,490002,18.586
10180,51.072341,-114.160135,490003,18.717
10180,51.072641,-114.160536,490004,18.761
10180,51.072930,-114.160922,490005,18.803
10180,51.072930,-114.160922,500001,18.803
10180,51.073839,-114.162137,500002,18.935
10180,51.075025,-114.163722,500003,19.107
10180,51.075276,-114.164400,500004,19.162
10180,51.075338,-114.164667,500005,19.182
10180,51.075338,-114.164667,510001,19.182
10180,51.075352,-114.164728,510002,19.187
10180,51.075395,-114.164958,510003,19.204
10180,51.075421,-114.165297,510004,19.228
10180,51.075415,-114.165542,510005,19.245
10180,51.075372,-114.166020,510006,19.279
10180,51.075346,-114.166241,510007,19.294
10180,51.075315,-114.166452,510008,19.310
10180,51.075294,-114.166626,510009,19.322
10180,51.075273,-114.166824,510010,19.336
10180,51.075284,-114.167068,510011,19.353
10180,51.075322,-114.167379,510012,19.375
10180,51.075352,-114.167565,510013,19.389
10180,51.075409,-114.167777,510014,19.405
10180,51.075470,-114.167964,510015,19.420
10180,51.075523,-114.168102,510016,19.431
10180,51.075629,-114.168276,510017,19.448
10180,51.075711,-114.168405,510018,19.461
10180,51.075997,-114.168790,510019,19.503
10180,51.076216,-114.169074,510020,19.534
10180,51.076561,-114.169528,510021,19.584
10180,51.076812,-114.169883,510022,19.621
10180,51.076969,-114.170063,510023,19.643
10180,51.077371,-114.170701,510024,19.706
10180,51.077447,-114.170838,510025,19.719
10180,51.077532,-114.171011,510026,19.734
10180,51.077532,-114.171011,520001,19.734
10180,51.077563,-114.171075,520002,19.740
10180,51.077629,-114.171196,520003,19.751
10180,51.077699,-114.171311,520004,19.762
10180,51.077812,-114.171472,520005,19.779
10180,51.077890,-114.171575,520006,19.791
10180,51.078012,-114.171717,520007,19.808
10180,51.078221,-114.171927,520008,19.835
10180,51.078277,-114.171981,520009,19.842
10180,51.078356,-114.172050,520010,19.852
10180,51.078506,-114.172188,520011,19.872
10180,51.078687,-114.172346,520012,19.895
10180,51.078803,-114.172441,520013,19.909
10180,51.079013,-114.172608,520014,19.935
10180,51.079191,-114.172742,520015,19.957
10180,51.079250,-114.172782,520016,19.964
10180,51.079280,-114.172805,520017,19.968
10180,51.079395,-114.172886,520018,19.982
10180,51.079618,-114.173034,520019,20.009
10180,51.079742,-114.173111,520020,20.024
10180,51.079825,-114.173156,520021,20.033
10180,51.080093,-114.173274,520022,20.064
10180,51.080132,-114.173288,520023,20.069
10180,51.080168,-114.173298,520024,20.073
10180,51.080215,-114.173305,520025,20.078
10180,51.080278,-114.173308,520026,20.085
10180,51.080824,-114.173302,520027,20.146
10180,51.081139,-114.173300,520028,20.181
10180,51.081139,-114.173300,530001,20.181
10180,51.081324,-114.173299,530002,20.201
10180,51.081495,-114.173295,530003,20.221
10180,51.081730,-114.173294,530004,20.247
10180,51.082007,-114.173288,530005,20.277
10180,51.082400,-114.173284,530006,20.321
10180,51.082755,-114.173283,530007,20.361
10180,51.082795,-114.173282,530008,20.365
10180,51.082795,-114.173282,540001,20.365
10180,51.082875,-114.173278,540002,20.374
10180,51.083000,-114.173279,540003,20.388
10180,51.083141,-114.173275,540004,20.404
10180,51.083258,-114.173275,540005,20.416
10180,51.083360,-114.173271,540006,20.428
10180,51.083529,-114.174698,540007,20.530
10180,51.083647,-114.175297,540008,20.574
10180,51.083802,-114.175746,540009,20.610
10180,51.084059,-114.176323,540010,20.659
10180,51.084748,-114.177871,540011,20.792
10180,51.084748,-114.177871,550001,20.792
10180,51.084878,-114.178161,550002,20.817
10180,51.085589,-114.179761,550003,20.954
10180,51.085589,-114.179761,560001,20.954
10180,51.085699,-114.180005,560002,20.975
10180,51.086506,-114.181820,560003,21.131
10180,51.086641,-114.182123,560004,21.157
10180,51.086641,-114.182123,570001,21.157
10180,51.087402,-114.183830,570002,21.303
10180,51.087609,-114.184296,570003,21.343
10180,51.087609,-114.184296,580001,21.343
10180,51.088300,-114.185850,580002,21.477
10180,51.088521,-114.186343,580003,21.519
10180,51.088583,-114.186487,580004,21.531
10180,51.088583,-114.186487,590001,21.531
10180,51.088586,-114.186492,590002,21.532
10180,51.088638,-114.186606,590003,21.541
10180,51.088670,-114.186684,590004,21.548
10180,51.088683,-114.186723,590005,21.551
10180,51.088756,-114.186940,590006,21.568
10180,51.088786,-114.187057,590007,21.577
10180,51.088812,-114.187177,590008,21.586
10180,51.088851,-114.187387,590009,21.602
10180,51.088868,-114.187509,590010,21.610
10180,51.088894,-114.187806,590011,21.631
10180,51.088904,-114.187960,590012,21.642
10180,51.088907,-114.188149,590013,21.655
10180,51.088905,-114.188461,590014,21.677
10180,51.088900,-114.189092,590015,21.721
10180,51.088906,-114.189233,590016,21.731
10180,51.088960,-114.189779,590017,21.770
10180,51.088980,-114.190124,590018,21.794
10180,51.088981,-114.190249,590019,21.803
10180,51.088986,-114.190557,590020,21.825
10180,51.088985,-114.190905,590021,21.849
10180,51.088985,-114.190905,600001,21.849
10180,51.088982,-114.191831,600002,21.914
10180,51.088978,-114.193569,600003,22.036
10180,51.088975,-114.194396,600004,22.094
10180,51.088975,-114.194396,610001,22.094
10180,51.088966,-114.196416,610002,22.235
10180,51.088964,-114.196889,610003,22.268
10180,51.088964,-114.196889,620001,22.268
10180,51.088963,-114.197316,620002,22.298
10180,51.088978,-114.197403,620003,22.305
10180,51.088989,-114.197496,620004,22.311
10180,51.088994,-114.197604,620005,22.319
10180,51.088992,-114.198010,620006,22.347
10180,51.088977,-114.198570,620007,22.387
10180,51.088978,-114.199111,620008,22.424
10180,51.088982,-114.199318,620009,22.439
10180,51.088988,-114.199694,620010,22.465
10180,51.088987,-114.199859,620011,22.477
10180,51.088987,-114.199859,630001,22.477
10180,51.088986,-114.200087,630002,22.493
10180,51.088983,-114.200864,630003,22.547
10180,51.088978,-114.200960,630004,22.554
10180,51.088972,-114.201015,630005,22.558
10180,51.088951,-114.201132,630006,22.566
10180,51.088953,-114.201537,630007,22.595
10180,51.088953,-114.201693,630008,22.606
10180,51.088945,-114.202266,630009,22.646
10180,51.088947,-114.202836,630010,22.686
10180,51.088947,-114.202836,640001,22.686
10180,51.088941,-114.205026,640002,22.839
10180,51.088957,-114.205245,640003,22.855
10180,51.089011,-114.205429,640004,22.869
10180,51.089048,-114.205509,640005,22.876
10180,51.089329,-114.206031,640006,22.924
