route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
113-20781,2026MA-1PUBCUT-Weekday-04,73220309,"CROWFOOT STATION/SCENIC ACRES",1,7060929,1130020
82-20781,2026MA-1PUBCUT-Weekday-04,73220310,"BRENTWOOD STATION",1,7060665,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220311,"BRENTWOOD STATION",1,7060444,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220312,"NOLAN HILL",0,7060665,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220313,"NOLAN HILL",0,7060444,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220314,"NOLAN HILL",0,7060087,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220315,"NOLAN HILL",0,7060665,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220316,"BRENTWOOD STATION",1,7060677,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220317,"NOLAN HILL",0,7060985,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220318,"BRENTWOOD STATION",1,7060932,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220319,"NOLAN HILL",0,7060932,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220320,"BRENTWOOD STATION",1,7060932,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220321,"NOLAN HILL",0,7060932,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220322,"BRENTWOOD STATION",1,7060932,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220323,"BRENTWOOD STATION",1,7060932,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220324,"NOLAN HILL",0,7060932,820031
82-20781,2026MA-1PUBCUT-Weekday-04,73220325,"BRENTWOOD STATION",1,7060932,820032
82-20781,2026MA-1PUBCUT-Weekday-04,73220326,"NOLAN HILL",0,7060932,820031
