route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
36-20781,2026MA-1BUSSA-Saturday-03,73245610,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245611,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245612,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245613,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245614,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245615,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245616,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245617,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245618,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245619,"RIVERBEND",0,7062373,360037
41-20781,2026MA-1BUSSA-Saturday-03,73245620,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245621,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245622,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245623,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245624,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245625,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245626,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245627,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245628,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245629,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245630,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245631,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245632,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245633,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245634,"LYNNWOOD",0,7062371,410053
28-20781,2026MA-1BUSSA-Saturday-03,73245635,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245636,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245637,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245638,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245639,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245640,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245641,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245642,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245643,"DEER RUN",0,7062397,280017
83-20781,2026MA-1BUSSA-Saturday-03,73245644,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245645,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245646,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245647,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245648,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245649,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245650,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245651,"PARKLAND",0,7062397,830014
41-20781,2026MA-1BUSSA-Saturday-03,73245652,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245653,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245654,"LYNNWOOD",0,7062371,410053
41-20781,2026MA-1BUSSA-Saturday-03,73245655,"LYNNWOOD",0,7062371,410054
36-20781,2026MA-1BUSSA-Saturday-03,73245656,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245657,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245658,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245659,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245660,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245661,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245662,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245663,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245664,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245665,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245666,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245667,"RIVERBEND",0,7062373,360037
40-20781,2026MA-1BUSSA-Saturday-03,73245668,"NORTH HILL",0,7062555,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245669,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245670,"NORTH HILL",0,7062486,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245671,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245672,"NORTH HILL",0,7062486,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245673,"NORTH HILL",0,7062555,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245674,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245675,"NORTH HILL",0,7062486,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245676,"NORTH HILL",0,7062486,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245677,"NORTH HILL",0,7062555,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245678,"NORTH HILL",0,7062555,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245679,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245680,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245681,"NORTH HILL",0,7062486,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245682,"NORTH HILL",0,7062555,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245683,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245684,"NORTH HILL",0,7062486,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245685,"NORTH HILL",0,7062555,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245686,"NORTH HILL",0,7062390,400070
40-20781,2026MA-1BUSSA-Saturday-03,73245687,"CROWFOOT STATION",1,7062486,400069
36-20781,2026MA-1BUSSA-Saturday-03,73245688,"RIVERBEND",0,7062373,360037
36-20781,2026MA-1BUSSA-Saturday-03,73245689,"RIVERBEND",0,7062373,360037
118-20781,2026MA-1BUSSA-Saturday-03,73245690,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245691,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245692,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245693,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245694,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245695,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245696,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245697,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245698,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245699,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245700,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245701,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245702,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245703,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245704,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245705,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245706,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245707,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245708,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245709,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245710,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245711,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245712,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245713,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245714,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245715,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245716,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245717,"HIDDEN VALLEY",0,7062392,1180027
118-20781,2026MA-1BUSSA-Saturday-03,73245718,"HIDDEN VALLEY",0,7062392,1180027
28-20781,2026MA-1BUSSA-Saturday-03,73245719,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245720,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245721,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245722,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245723,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245724,"DEER RUN",0,7062397,280017
28-20781,2026MA-1BUSSA-Saturday-03,73245725,"DEER RUN",0,7062397,280017
83-20781,2026MA-1BUSSA-Saturday-03,73245726,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245727,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245728,"PARKLAND",0,7062397,830014
414-20781,2026MA-1BUSSA-Saturday-03,73245729,"14 ST N",0,7062409,4140028
83-20781,2026MA-1BUSSA-Saturday-03,73245730,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245731,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245732,"PARKLAND",0,7062397,830014
414-20781,2026MA-1BUSSA-Saturday-03,73245733,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245734,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245735,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245736,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245737,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245738,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245739,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245740,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245741,"14 ST N",1,7062409,4140030
414-20781,2026MA-1BUSSA-Saturday-03,73245742,"14 ST N",0,7062409,4140028
414-20781,2026MA-1BUSSA-Saturday-03,73245743,"14 ST N",0,7062409,4140028
83-20781,2026MA-1BUSSA-Saturday-03,73245744,"PARKLAND",0,7062397,830014
83-20781,2026MA-1BUSSA-Saturday-03,73245745,"PARKLAND",0,7062397,830014
28-20781,2026MA-1BUSSA-Saturday-03,73245746,"DEER RUN",0,7062397,280017
12-20781,2026MA-1BUSSA-Saturday-03,73245747,"SOUTHWEST LOOP",1,7062468,120063
12-20781,2026MA-1BUSSA-Saturday-03,73245748,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245749,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245750,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245751,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245752,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245753,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245754,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245755,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245756,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245757,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245758,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245759,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245760,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245761,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245762,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245763,"SOUTHWEST LOOP",1,7062470,120059
11-20781,2026MA-1BUSSA-Saturday-03,73245764,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245765,"SOUTHWEST LOOP",0,7062467,110040
12-20781,2026MA-1BUSSA-Saturday-03,73245766,"SOUTHWEST LOOP",1,7062470,120059
11-20781,2026MA-1BUSSA-Saturday-03,73245767,"SOUTHWEST LOOP",0,7062467,110040
12-20781,2026MA-1BUSSA-Saturday-03,73245768,"SOUTHWEST LOOP",1,7062470,120059
11-20781,2026MA-1BUSSA-Saturday-03,73245769,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245770,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245771,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245772,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245773,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245774,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245775,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245776,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245777,"SOUTHWEST LOOP",0,7062467,110040
11-20781,2026MA-1BUSSA-Saturday-03,73245778,"SOUTHWEST LOOP",0,7062467,110040
12-20781,2026MA-1BUSSA-Saturday-03,73245779,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245780,"SOUTHWEST LOOP",1,7062468,120059
11-20781,2026MA-1BUSSA-Saturday-03,73245781,"SOUTHWEST LOOP",0,7062467,110040
12-20781,2026MA-1BUSSA-Saturday-03,73245782,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245783,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245784,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245785,"SOUTHWEST LOOP",1,7062468,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245786,"SOUTHWEST LOOP",1,7062470,120063
12-20781,2026MA-1BUSSA-Saturday-03,73245787,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245788,"SOUTHWEST LOOP",1,7062470,120059
12-20781,2026MA-1BUSSA-Saturday-03,73245789,"SOUTHWEST LOOP",1,7062470,120059
118-20781,2026MA-1BUSSA-Saturday-03,73245790,"HIDDEN VALLEY",0,7062392,1180028
88-20781,2026MA-1BUSSA-Saturday-03,73245791,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245792,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245793,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245794,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245795,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245796,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245797,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245798,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245799,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245800,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245801,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245802,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245803,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245804,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245805,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245806,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245807,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245808,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245809,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245810,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245811,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245812,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245813,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245814,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245815,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245816,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245817,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245818,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245819,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245820,"HARVEST HILLS",0,7062391,880019
88-20781,2026MA-1BUSSA-Saturday-03,73245821,"HARVEST HILLS",0,7062391,880019
169-20781,2026MA-1BUSSA-Saturday-03,73245822,"ROCKY RIDGE",0,7062393,1690007
88-20781,2026MA-1BUSSA-Saturday-03,73245823,"HARVEST HILLS",0,7062391,880019
169-20781,2026MA-1BUSSA-Saturday-03,73245824,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245825,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245826,"ROCKY RIDGE",0,7062395,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245827,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245828,"ROCKY RIDGE",0,7062395,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245829,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245830,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245831,"ROCKY RIDGE",0,7062395,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245832,"ROCKY RIDGE",0,7062395,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245833,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245834,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245835,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245836,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245837,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245838,"ROCKY RIDGE",0,7062395,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245839,"ROCKY RIDGE",0,7062357,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245840,"ROCKY RIDGE",0,7062395,1690007
158-20781,2026MA-1BUSSA-Saturday-03,73245841,"ROYAL OAK",0,7062393,1580013
169-20781,2026MA-1BUSSA-Saturday-03,73245842,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245843,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245844,"ROCKY RIDGE",0,7062395,1690007
158-20781,2026MA-1BUSSA-Saturday-03,73245845,"ROYAL OAK",0,7062393,1580013
169-20781,2026MA-1BUSSA-Saturday-03,73245846,"ROCKY RIDGE",0,7062357,1690007
158-20781,2026MA-1BUSSA-Saturday-03,73245847,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245848,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245849,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245850,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245851,"ROYAL OAK",0,7062393,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245852,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245853,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245854,"ROYAL OAK",0,7062393,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245855,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245856,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245857,"ROYAL OAK",0,7062393,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245858,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245859,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245860,"ROYAL OAK",0,7062393,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245861,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245862,"ROYAL OAK",0,7062395,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245863,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245864,"ROYAL OAK",0,7062393,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245865,"ROYAL OAK",0,7062357,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245866,"ROYAL OAK",0,7062393,1580013
169-20781,2026MA-1BUSSA-Saturday-03,73245867,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245868,"ROCKY RIDGE",0,7062395,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245869,"ROCKY RIDGE",0,7062393,1690007
169-20781,2026MA-1BUSSA-Saturday-03,73245870,"ROCKY RIDGE",0,7062395,1690007
158-20781,2026MA-1BUSSA-Saturday-03,73245871,"ROYAL OAK",0,7062395,1580013
60-20781,2026MA-1BUSSA-Saturday-03,73245872,"TARADALE",0,7062546,600021
158-20781,2026MA-1BUSSA-Saturday-03,73245873,"ROYAL OAK",0,7062393,1580013
158-20781,2026MA-1BUSSA-Saturday-03,73245874,"ROYAL OAK",0,7062395,1580013
60-20781,2026MA-1BUSSA-Saturday-03,73245875,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245876,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245877,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245878,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245879,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245880,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245881,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245882,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245883,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245884,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245885,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245886,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245887,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245888,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245889,"TARADALE",0,7062546,600021
60-20781,2026MA-1BUSSA-Saturday-03,73245890,"TARADALE",0,7062546,600021
61-20781,2026MA-1BUSSA-Saturday-03,73245891,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245892,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245893,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245894,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245895,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245896,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245897,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245898,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245899,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245900,"MARTINDALE",1,7062544,610024
61-20781,2026MA-1BUSSA-Saturday-03,73245901,"MARTINDALE",1,7062544,610024
